title_factor,artist_name_factor,max_duration
Evidence,Katatonia,276.08771
Evidence,Thelonious Monk Quartet,426.91873
Singapore Silk Torpedo (live Santa Monica 1974),The Pretty Things,426.84036
Fanfare For The Common Man,Greg Lake,426.78812
Bienenstich,Dominik Eulberg,426.63138
House Of The Rising Sun,Brand New Sin,426.60526
Without You,Seabound,263.44444
Without You,Archer Prewitt,426.44853
This Time,Q-Burns Abstract Message & Lisa Shaw,426.16118
My Dream,ATB,425.7171
Ete andalous,Anouar Brahem_ Francois Couturier_ Jean-Louis Matinier,425.66485
Beauty Hides In The Deep,The Doppler Effect,425.58649
"Touched By The Hand Of God [12"" Remastered Version]",New Order,425.35138
Pieces Of Me,Ashlee Simpson,425.22077
Spaceflowers (Dirty Guitar Mix),Shakta,425.19465
Jin Go Lo Ba,Fatboy Slim,425.01179
Pilgrims Progress (Album Version),Greenslade,425.01179
Awake [Live],Josh Groban,424.98567
I Love My Sex,Benassi Bros ft. Violeta,424.64608
1975,Suffering And The Hideous Thieves,424.12363
Iron Crow,Ramesses,423.96689
Enchant Me (Original Version),The Amalgamation Of Soundz,423.13098
Spark Da Meth (ATFC's Wildstyle Remix),Da Mongoloids,422.81751
Mogly,Guy Gerber,422.73914
Dirt (Take 3),The Stooges,422.71302
Laurie,Bill Evans Trio,422.68689
The Boss's Car (Album Version),John Scofield,422.26893
Long Train Running,Traks,422.1122
Jam On It (Boca Smack House Mix),Newcleus,421.79873
Show Me Love,Steve Angello & Laidback Luke Feat. Robin S,421.53751
Say You'll Be There (Spice Of Life Mix),Spice Girls,421.40689
Tira Para Arriba,Miguel Mateos - Zas,421.19791
Born To Touch Your Feelings,Scorpions,421.17179
Stormen,Grand Stand,420.93669
Feast Of The Pentecost,Jefre Cantu-Ledesma,420.91057
das meer,Diorama,420.91057
Vow,Blind Ego,420.88444
Some Skunk Funk,The Brecker Brothers,420.8322
X-Ray,Asia 2001,420.5971
Two Timer - Timer Dub (Album),Sugar Minott,420.54485
Soul Meeting,King Curtis,420.54485
Goodbye (Album Version),Toe,420.25751
Obluda (2003 Digital Remaster),Dzem,420.17914
Brain To Feet,Stockholm Cyclo,420.10077
Rottura,Polmo Polpo,419.94404
Agata spider,Dissociactive,419.91791
Joy Ride In A Toy Car/Hey Ho,Mike Marshall & Chris Thile,419.73506
How It Ends (Album version),Devotchka,419.68281
Forever Now,Ohm-G,419.42159
Appointment In Ghana,The Jazz Crusaders,419.39546
C'Est Pas Vrai,Jean-Jacques Goldman,418.7424
Echo On My Mind,Earthling,418.69016
Eternity,Vincent De Moor,418.5073
Halo,Beyoncé,418.21995
Halo,Deep Blue Something,164.88444
Halo,Abigail Washburn,212.21832
La Familia,Poncho Sanchez,418.16771
Rehab,Amy Winehouse,418.14159
Incubus,Metalium,417.35791
Stinkfist,Lydia Lunch,417.25342
Ascension,Basement Jaxx,351.11138
Ascension,Denis Naidanow,417.14893
Restless,UNKLE,417.07057
Restless,Pill Wonder,138.34404
Precious Things,Tori Amos,416.86159
Kalashnikov,Dead or American,416.80934
Museum,Philip Jeck,416.60036
Torn Curtain (LP Version),Television,416.49587
Words That Cure_ Pt. 2,Ester Drang,416.49587
Five Short Stories,Weather Report,416.39138
Body Crash (Original Version),Buy Now!,415.92118
Sandstorm,Darude,415.86893
Girl Eats Boy,Girl Eats Boy,415.86893
Nipple To The Bottle,Grace Jones,415.84281
Last Bongo In Belgium,Incredible Bongo Band,415.73832
Radar Love,King Diamond & Black Rose,415.7122
All The Things You Can C#,Charles Mingus,415.32036
D-Dancefloor,Safi Connection,415.26812
Bird Signs,SubArachnoid Space,415.242
Die Biografie - Gesprochen von Henning Wehland,Pohlmann.,414.98077
Es Sólo Una Canción,Amaral,414.9024
Let The Spirit,Roots Manuva,414.77179
Resurection,Mekkanikka,414.74567
Nights Wave,Mice Parade,414.32771
Rashomon,Marek Hemmann,414.30159
Arche Noah,Boris Brejcha,413.77914
Pachinko,Cheju,413.77914
Octopussy (Live),The Wedding Present,413.57016
The Only One,Culture Kultür,413.54404
Froze,Safi Connection,413.46567
Baby Bamboo From Nose,OOIOO,413.33506
Cassandra,The Crüxshadows,413.07383
Dave's Sex Bits,Toby Tobias,413.04771
Simple Man,Bad Company,296.12363
Simple Man,Lynyrd Skynyrd,413.02159
Betrayed,Frozen Plasma,412.89098
Down Down Down,Gambafreaks,412.3424
Diva,Sebo K,412.00281
Tilting The Scales,Carptree,411.74159
Gras Och Granbarr,God Is My Co-Pilot,411.58485
Stretchy,Ozric Tentacles,411.58485
Allah - Addu Jam,Baaba Maal,411.48036
Quia Respexit,Paul Schwartz,411.42812
Christmas,Language of Flowers,411.37587
Rooftops,Peter Kater,411.27138
Fence Climbin' Blues (LP Version),Scott Henderson,411.19302
Touch (Extended Remix - Album Version),Basic Element,410.85342
Thrusters,Silicon Scally,410.74893
Dragonlord,Domine,410.67057
From King to Finch,p.A.F.F.,410.67057
Broken Mirror,Random Factor,410.64444
Jay Walking Backwards (Live),The Number Twelve Looks Like You,410.64444
Just Like Old Times,Look Mexico,410.64444
Universal Highness,Digital Karma,410.53995
D.W. Suite (LP Version),Lindsey Buckingham,410.17424
Spirits,Albert Ayler Trio,410.17424
There Will Never Be You,Sonny Clark,410.09587
Tangled Up In Blue,Bob Dylan,410.01751
Il Tempo Dei Limoni,Tiziana Ghiglioni,409.41669
Driftwood,JFC,409.39057
Reverie,Medwyn Goodall,409.23383
I Believe In You (Bugz In The Attic Vocal Mix),Amp Fiddler & Bugz In The Attic,409.18159000000003
Soul Makossa/Wake Up Call  (Interlude) (Medley),Rodney Jones,408.68526
Kabuki Attack,Patrick Doyle,408.39791
Painter,The Flower Kings,408.34567
Witch Hazel,The Autumns,408.29342
Hänen Musta Liekkinsä (His Black Flame) (Album),Azaghal,408.24118
Full Intention,High Contrast,408.0322
Kickschool 79,Thomas Schumacher,407.87546
Zobione Pt.1,Port-Royal,407.69261
Nod Scene,Monster Magnet,407.27465
Masks,Van Der Graaf Generator,407.17016
Hey Joe,Jimi Hendrix,407.11791
Hey Joe,The Creation,250.27873
Release Remove,Splitloop,406.90893
To be Loved,Bent,406.80444
Cool Weasel Boogie,Chick Corea Elektric Band,406.62159
Sunshine Of Your Love,Jimi Hendrix,405.81179
Where We Start,David Gilmour,405.73342
Cat People (Putting Out Fire),Giorgio Moroder / David Bowie,405.60281
Played-A-Live (The Bongo Song),Safri Duo,405.57669
Staten Island Groove,Down To The Bone,405.55057
The Mark Of Jazz,Maynard Ferguson,405.41995
I'll Stay,Roy Hargrove,405.34159
Follow Me,Funker Vogt,300.22485
Follow Me,Dracul,405.28934
Follow Me,Shaggy,238.34077
Groovejet (Todd Terry's In House Remix),Spiller,405.2371
The End Of An Era,Hopesfall,405.002
Feeling Blue,Silicone Soul,404.79302
Romancing With Nature,Anup,404.4273
When Aldebaran Is Visible,Dawn of Relic,404.40118
Shakedown (The Whole Thing),Cabaret Voltaire,404.40118
Dog's Dinner,Pan-Pot,404.34893
Sanctuary Park,Joe Lovano,404.08771
My Story,Emalkay,404.06159
Start the Clock,The Silos,404.06159
Evil Grid,Beth Quist,404.03546
Multistories,Geiom,403.80036
Freak,808 State,403.74812
Midnight Shuffle,Ekkohaus,403.64363
Seeplymouth,Volcano Choir,403.61751
Blues Power,Albert King,403.56526
Georgia on My Mind,Jimmy McGriff,403.22567
Tear It Up,Kings of Tomorrow,403.04281
Tear It Up,Robin Trower,263.31383
Lovemachine,Aquagen,403.04281
Let's Go Dancin' (Ohh La_ La La),Kool & The Gang,402.80771
Body and Mind,Kino Oko,402.59873
Call The Ceasefire,Spiral Stairs,402.59873
(Don't Fear) The Reaper,Blue Oyster Cult,402.49424
Rocket (Grum Remix),Goldfrapp,402.442
Harry Blotter,Texas Faggott,402.41587
The Serpent's Chalice,Watain,402.28526
La Primavera,Sash!,402.25914
When The Nights On Fire  (2000 Digital Remaster),Mike Oldfield,402.15465
I'm Not Alone,Calvin Harris,401.94567
Cubic 3,L.S.G.,401.89342
Maybe (We Should Call It A Day),Hazell Dean,401.81506
Comfortably Numb,The Bad Plus,401.65832
Kickin Tha Habit,Klute,401.60608
Wordless Talking,Llorca,401.52771
Skinned,Aghora,401.34485
It's All True (Kris Menace Remix),Tracey Thorn,401.05751
Where's Your Moon?,Aromabar,400.84853
The Gift Of Song,Pride Of Lions,400.56118
State Of No One,Shlomi Aber,400.29995
Soot and Stars,The Smashing Pumpkins,399.98649
Time Zero (Paul Ritch Remix),Shonky,399.93424
Happy The Golden Prince,Robyn Hitchcock,399.82975
La intifada,Mariem Hassan,399.77751
Radio Cure,The Bad Plus,399.75138
Llevale Mi Canto,Sergent Garcia,399.38567
Spain,Emilie-Claire Barlow,399.3073
Spain,Chick Corea Akoustic Band,357.27628
Hot Rod Lincoln,Asleep At The Wheel,399.04608
Eagle,Abbacadabra,398.86322
Flower Of The West (Live),Runrig,398.62812
Love Killer (Remixed by In Strict Confidence),Blutengel,398.57587
Rainmaker,Vanden Plas,398.41914
Until You Come Back To Me (That's What I'm Gonna Do),Basia,398.36689
Bahia,Stan Getz / Charlie Byrd,398.23628
Go Or Go Ahead,Rufus Wainwright,398.18404
Broken Toys,Sonny Sharrock,398.15791
Sama Layuca,McCoy Tyner,398.13179
One Word,Tim Love Lee,398.00118
T.O.P.,Lonnie Plaxico,397.94893
Paradigm Shuffle - The Bird Of Paradise,Loop Guru,397.63546
I See The Light,Hot Tuna,397.63546
Death Blow,Kool Moe Dee,397.5571
Fashion Party,The Neon Judgement,397.42649
Walk Me Home,Quickspace,397.37424
Chuck Maurice,Ultrakurt,397.11302
Shouldn't I Know,Fly My Pretties,396.82567
Brain Child (Brand New recording),Mother Superior,396.69506
Architectural Number,Jools Holland,396.45995
My Desire (Live Version),Salvador,396.40771
Rio Funk,Lee Ritenour,396.30322
Estrelada (Starry)  (LP Version),Milton Nascimento,396.30322
Caraçena,Bill Whelan,396.25098
Taking Leave,Eleventh Dream Day,395.78077
Die kleine Zockerin,Udo Lindenberg,395.72853
Walk On,Sunscreem,395.59791
I Used To Dance With My Daddy (Comet Remix),Datarock,395.38893
The Burial Mound Of King Hydnes,Windir,395.10159
Dead And Gone,Shadows Fall,395.10159
La rupture,MYSA,395.10159
Der Junge Mit Der Sehnsucht,S.Y.P.H.,395.02322
Honeydew,Mr. Scruff feat. Feebi,394.9971
Heartbeats [Extended Mix] (Album),Grum,394.63138
Clap Your Hands,Ramada,394.60526
Walk Away (Explicit Album Version),Sevendust,394.57914
Nu Pholk Sound,Tim 'Love' Lee,394.47465
Funky Monkey,Mandrill,394.4224
Vast (Lost Ocean Album Version),Lost Ocean,393.84771
Tear Before the Rain,Jordan Rudess,393.82159
Bouncing off Clouds,Tori Amos,393.61261
Friday Thirteen,Oscar Mulero,393.61261
Watch You Sleeping,Blue Foundation,393.58649
Pull Me Through,Foy Vance,393.42975
Help! Police? (Demo),Doctor Butcher,393.29914
Worried Shoes,Daniel Johnston,393.22077
Swastika Eyes,Primal Scream,393.16853
Untitled 3,Windmills By The Ocean,392.80281
The Manimal,Benjamin Bates,392.75057
Altamont Super - Highway Revisited,Apollo 440,392.6722
Bright Morning Stars,Walela,392.56771
New Euphoria,Members Of Mayday,392.56771
Limehouse Blues,Sonny Rollins,392.54159
Ruby And Carlos,James McMurtry,392.48934
Arbore Part 1,Alexkid,392.41098
Highway Star (1997 Remix),Deep Purple,392.35873
The Great Migration,Cult Of Luna,392.25424
Insanity,Oceanic,392.22812
Dutch Hex,Professor Murder,392.17587
The Waltz,Planet Funk,392.09751
Sora ni hikaru,Kenso,391.94077
The Working Hour,Tears For Fears,391.70567
How Will I Know,Whitney Houston,391.49669
Do You Believe In The Westworld,Westbam,391.05261
What's My Name ... Evil!,Zimmers Hole,390.89587
(Take Me Away) Into The Night,4 Strings,390.79138
Frida,Sanseverino,390.68689
Os Senhores Da Guerra,Moonspell,390.47791
Strictly,Commix,390.3473
In The Shadow Of The Valley,American Music Club,390.26893
Rapture,Dub Pistols feat. Terry Hall,390.19057
Rapture,Evol Intent,389.642
Fancy,The-Dream,389.74649
Don't Ever Cry_ Just Remember,Shadow Gallery,389.53751
If I Had You (LP Version),Lennie Tristano,389.40689
How Long Must I Cry,Tommy Castro,389.22404
No Camouflage,Gregory Isaacs & Dennis Brown,389.19791
Roots And Wings (Original Madras Mix),Sheila Chandra,389.17179
Beak Lunch Manifesto,Marc Ribot,389.11955
The Orange house & the Blue house,Colin Newman,388.93669
Sonic Dreams (LP Version),Brian Culbertson,388.5971
Never be,RAUNCHY,388.57098
Never Be,RAUNCHY,388.51873
Kraft,Marc Miroir,388.51873
Bad House Music,Terry Lee Brown Junior,388.28363
Fooby Scoo,Pretz,388.28363
Freaky Sweetie,Cassette Kids,388.20526
Marrandil,Geoffrey Gurrumul Yunupingu,387.99628
Take Leave,Thomas Schumacher,387.97016
Tsar Nob-Yld,Afenginn,387.65669
Like This?,Domu,387.57832
Body And Soul (2006 Digital Remaster),Freddie Hubbard,387.02975
Timewave Zero,Spacetime Continuum With Terence McKenna,386.92526
Brain-Tag,Bettie Serveert,386.89914
Heaven Help My Heart,Tina Arena,386.89914
Charlotte,Reinhard Mey,386.7424
Danang,Tim Buckley,386.7424
Slush,Hot Chip,386.71628
Square Biz,Teena Marie,386.71628
Prey and Predator,Efterklang,386.69016
The Kites,Prem Joshua,386.66404
Millionen Legionen,Die Fantastischen Vier,386.55955
Surga,Peter Horrevorts,386.5073
Purgatory (Instrumental),Legenda Aurea,386.42893
Hot Rod,Reuben Wilson,386.29832
Thick Of It,Lusine,386.24608
Casio Bossa Nova,Holy Fuck,386.19383
Make It Like It Was (explicit album version),Pretty Ricky,386.08934
Spindle Spider,Janek Schaefer,386.01098
Animal Ally Beat,David & Steve Gordon,385.98485
Let Me Show Ya,Jazzanova / Paul Randolph,385.98485
Drugs Or Me,Jimmy Eat World,385.802
Space Cowboy,Jamiroquai,385.59302
World Receiver,Dub Resistance,385.56689
Hotellounge (Be The Death Of Me),dEUS,385.20118
Walk Of Shame,Andrew Weatherall,385.14893
She Devil,Tricky,385.01832
Joy And Pain,Count Basic,384.93995
Voodoo Love,dmt,384.93995
Time Is Now,SKC & Bratwa,384.88771
Secret Rooms: Visited By Spirits,Kevin Braheny,384.54812
Put yo thing down (stop look & listen),Speech,384.522
In The Underground (LP Version),Cyrus Chestnut,384.49587
Északon_ délen,Animal Cannibals,384.41751
Erratic Palpitations of the Human Spirit,Tourniquet,384.07791
Losing My Faith in You,Bleeding Hearts,384.05179
Fill Me In (Blacksmith MIx),Craig David,383.97342
Hollywood Holiday,True West,383.89506
Trapped,Colonel Abrams,383.76444
Bring Them Down,Immolation,383.73832
The Things I Found,Extol,383.73832
Nautical Dawn,Theodor Zox,383.45098
The Educators,Up_ Bustle & Out,383.42485
Schulmilch Mit Dope,Tara Putra,383.34649
Un Singlo de Invierno / I. Cataclismo,Cast,383.03302
Tear it down,GODGORY,383.03302
Victim Of The City,Gaskin,382.9024
Surf City Eastern Bloc,Arcade Fire,382.9024
Escape To Rivendell,Leonard Rosenman,382.85016
Devil's Foot (Instrumental),Rod Piazza & The Mighty Flyers,382.4322
Break These Chains,Magic Affair,382.4322
High as Monkeys,The Boo Radleys,382.14485
Monolith,Ihsahn,381.98812
Waltz For Geri,Pat Martino,381.962
Prayer in Passing,Anoushka Shankar,381.90975
Time Starts Now,Jacek Sienkiewicz,381.46567
Will,Weather Report,381.3873
Will,Goldmund,171.07546
Time Emulator,Spirit Catcher,381.30893
They Also Mourn Who Do Not Wear Black (For The Homeless In Muskegon),Sufjan Stevens,381.28281
Pacific Coast Highway,Kavinsky,381.28281
Martin_ Doom! It's Seven O'Clock,The Boo Radleys,381.20444
All Night,Trinere,381.1522
red light,Rod Modell,381.1522
Good Time,Peran,381.07383
Good Time,Arc Angels,314.51383
Mystic Styles,Three-6 Mafia,380.99546
Zablejalo Mi Agance,Stellamara,380.9171
Carry Me Ohio,Sun Kil Moon,380.89098
Renee (1997 Digital Remaster),Talk Talk,380.81261
Rite Of Passage (Talisman (Caravan)),Patrick Moraz,380.73424
Rollerblade Disco,Steve Porter,380.52526
The Birth Of Time,Stefon Harris,380.44689
In The Middle Of The Night,Magic Affair,380.3424
Lil' Dirty (Toulouse Low Trax Remix),Noblesse Oblige,380.29016
World So Cold,Mudvayne,380.23791
A Man I Knew,Jah Wobble's Invaders Of The Heart,380.18567
Broadway,Tal Farlow,380.02893
Dança Do Créu,Mc Créu,380.02893
Good Morning London,Kaya Project,379.79383
Walls (Album Version),John Frusciante/Josh Klinghoffer,379.76771
Start The Revolution,Spoken,379.74159
My Game (JS 16 Remix),Darude,379.66322
Kalemba (Wegue - Wegue),Buraka Som Sistema,379.48036
A Sereia (The Mermaid),Democustico,379.32363
Forms & Shapes (Lawrence Remix),Sascha Funke,379.27138
True Leader Of Men,Domine,379.08853
J. City,Tyondai Braxton,378.95791
M.I.A. (Missile In Action Mix by Mach),Regenerator,378.8273
The Breaks,31Knots,212.45342
The Breaks,Kurtis Blow,378.77506
Proximity Reconstruction,Negative Format,378.67057
Blackheim's Quest To Bring Back The Stolen Autumn,Diabolical Masquerade,378.67057
Für immer und dich,Rio Reiser,378.61832
Hold On (Album Version),Do Me Bad Things,378.5922
Guitar Voodoo,The Darkside,378.48771
To June,Ganglians,378.38322
Hey Gagarin,Jean Michel Jarre,378.122
Soc Mediterrani,Seguridad Social,378.04363
Reseal It,Tom Ellis,378.01751
Winter Moon,Lisa Lynne,377.91302
Light Of Love,Music Go Music,377.80853
Glück und Asche,Samsas Traum,377.73016
Premonition II. Contorted,E.s.t.,377.70404
Marie Antoinette (LP Version),Curved Air,377.67791
Four On Six,Wes Montgomery,377.65179
Drop,Modulate,377.65179
The Future Is My Melody,Guardner,377.62567
Jack Of Speed (Album Version),Steely Dan,377.59955
To Heaven From Hell (Live),Diamond Head,377.52118
Spooky Rhodes,Laika,377.49506
Strings For Yasmin (Reprise),Tin Tin Out,377.25995
Rise Above,Afro Celt Sound System,377.25995
Angel Of Death,Thin Lizzy,377.20771
Another Man's Woman,Supertramp,377.18159000000003
Mèla Mèla,Mahmoud Ahmed,377.18159000000003
Wings To Altair (1988 Digital Remaster),David Lanz,377.12934
Coyote,Country Joe McDonald,377.10322
Give Me Love,Cerrone,376.99873
Give Me Love,Coburn,299.25832
Hidden Emotions,Gravediggaz,376.99873
Re Pia 1,Takagi Masakatsu,376.99873
Move!,Christian Smith and John Selway,376.94649
Tonto Rompecabezas / Monton de Nada / Cosa de Hombres,Memphis La Blusera,376.89424
Genius,The Lovetones,376.842
Blame,Everything But The Girl,376.68526
Blame,Jimmy Somerville,268.06812
Copsoup,Your Brother in My Backpack,376.68526
Mack the Knife,Bobby Darin,189.20444
Mack the Knife,Jimmie Dale Gilmore,376.63302
Bohemian Ballet,Deep Forest,376.60689
Morning Sun,Matt Mays,376.58077
Nemesis,Secrets Of The Moon,376.5024
Nemesis,Helios Creed,209.00526
Seven Seas,At Vance,376.29342
Take A Bow,Rihanna,376.29342
Pavement Cracks,Annie Lennox,376.16281
Mass Graves,Malevolent Creation,376.11057
Senor Blues,Karin Krog,375.97995
Shadows (M83 Remix),Midnight Juggernauts,375.7971
Prostitute,Guns N' Roses,375.74485
Pistolero,Juno Reactor,375.562
Swank,Red Snapper,375.53587
(It's Just) Talk,Pat Metheny Group,375.53587
Time Dancer,Luke Slater,375.43138
Who Taught You Math,Robert Hood,375.43138
Dooms Night [Timo Maas Remix],Azzido Da Bass,375.2224
Demgalam,Baaba Maal,375.09179
Vice,Calibre,375.09179
Tonight,Terminal Choice,374.9873
Quadrophonia,Klubbdriver,374.90893
(Keep Feeling) Fascination (Improvisation),The Human League,374.90893
Try Me Out,Sunship,374.83057
Generator,Gary Numan,374.83057
Length Of Time,Stephen Mallinder,374.77832
Hyperion,Naer Mataron,374.62159
Hold On To You,Madrugada,374.43873
Penance / Giant Mast,Gorch Fock,374.15138
Dont Stop Your Love (LP Version),Keith Sweat,374.09914
We Shall Behold Him (New Rendition),Vickie Winans,373.86404
Tantric Porno,Bardo Pond,373.75955
MODUL 8_9,Nik Bärtsch,373.34159
Solo Senza Di Te,Michele Zarrillo,373.31546
The blinding darkness,Pallas,373.05424
Little Alligator,Steve Vai,372.87138
Gravity:PushingTo Pull,Maxwell,372.68853
Electro-Cuties,Funkadelic,372.68853
Blow,Don Diablo,372.55791
Ruby My Dear,Roy Hargrove,372.50567
All of the same blood,Kreator,372.4273
One Holy Bible,Reagan Youth,372.32281
The Operator,Bleep,372.21832
His Eye Is On The Sparrow,Preservation Hall Jazz Band,372.11383
Revenir avec vous,Alain Chamfort,372.11383
No Deberias,La Habitacion Roja,372.08771
Alma Fe,Judge Jules,372.08771
Welcome,Codec & Flexor,371.80036
No Way,Plump DJs,371.722
No Way,Galactic,208.16934
The Tulsa Shuffle (Revisited),The Tractors,371.56526
All I've Got,Astrud Gilberto,371.53914
No Cure,Hardrive,371.51302
Baroque,Château Flight,371.22567
Forget It (Juno),Cdatakill,371.1473
Leaders Of The Free World,Elbow,370.99057
That's Right,Benny Green,359.6273
That's Right,DJ Taz,370.78159
The Figurehead,The Cure,370.72934
It's Not What You Think,Agent Steel,370.70322
Mary Mack,Babyface,370.62485
